intervention_id,conversation_id,intervention_type,variant,shown_at
i_a00d7f06e945,c_bdf3f0180361,both,B,2026-07-31 10:38:54
i_378436853db4,c_0bb9fa094bd5,both,B,2026-07-31 10:47:34
i_247e027b5622,c_6adfd84c63c9,both,B,2026-07-31 11:01:26
i_9f9fa2ffe9c8,c_39964402cbe7,resource_card,B,2026-07-31 11:04:50
i_27bea340eb27,c_50210fe03181,resource_card,B,2026-07-31 11:05:16
i_44cb890bbf07,c_8e39c8c9fa0a,resource_card,A,2026-07-31 11:05:26
i_e605b44ba4d5,c_57f6c2e27ed1,both,B,2026-07-31 11:10:05
i_a99bd39652db,c_dd75d9c33196,resource_card,A,2026-07-31 11:28:00
i_ad46f44805f8,c_d633600834d1,both,B,2026-07-31 11:40:50
i_6ec4d0f5bec2,c_10ed4a408822,resource_card,A,2026-07-31 11:45:40
i_6d63b6724ab9,c_b1adb94371ba,resource_card,A,2026-07-31 11:51:06
i_e7c5791aaed1,c_cf30daff2f2b,resource_card,B,2026-07-31 11:58:43
i_e491b313b438,c_5b4a43246587,both,B,2026-07-31 12:01:50
i_d0bbb0eb6281,c_9a7cc91dd57a,resource_card,A,2026-07-31 12:09:27
i_8dedc99c5506,c_287ec4198067,resource_card,B,2026-07-31 12:13:59
i_784593ef2365,c_dc22a6c5f1bd,both,B,2026-07-31 12:14:16
i_64122524f055,c_b3b4539cfbe8,both,A,2026-07-31 12:22:59
i_3098b0a5fb31,c_4a622fda98b4,both,A,2026-07-31 12:30:37
i_cf6a4bba20fc,c_0e9a67381ab1,both,B,2026-07-31 12:44:57
i_13b8dd45c986,c_e6f9b0161112,resource_card,A,2026-07-31 12:50:41
i_91d12874b984,c_54c371fe0b43,resource_card,B,2026-07-31 12:58:20
i_0c864e896079,c_7572aee09baf,both,B,2026-07-31 13:02:37
i_92fa19f05256,c_806c534ecf4b,both,B,2026-07-31 13:04:25
i_21d25289a075,c_c83d19222290,resource_card,A,2026-07-31 13:09:55
i_09505de19275,c_c5d8c5295171,resource_card,B,2026-07-31 13:10:33
i_0707a99d5f63,c_97b988aa5efe,resource_card,A,2026-07-31 13:19:35
i_bafc49080574,c_c84cdcc40083,resource_card,B,2026-07-31 13:22:29
i_ac0d35a7eb54,c_f7c840838257,both,B,2026-07-31 13:23:26
i_49ca25714f9f,c_07f0a721c401,resource_card,B,2026-07-31 13:28:20
i_56e34e16cec6,c_ab7e70d20e9e,both,A,2026-07-31 13:38:13
i_b84d672c7850,c_cb06d9f08007,both,B,2026-07-31 13:38:56
i_f9dd37e102b9,c_60934c01c389,resource_card,B,2026-07-31 13:40:21
i_a0362f616b30,c_5f972e065552,both,A,2026-07-31 13:41:30
i_f719293d31b3,c_931f926ff583,resource_card,B,2026-07-31 13:41:53
i_b65dca493590,c_f62d311bc29f,resource_card,B,2026-07-31 13:48:44
i_b13e2b357918,c_17832450abf2,both,A,2026-07-31 14:06:01
i_8cda3fe46e12,c_4514f427cc9c,both,A,2026-07-31 14:18:10
i_ebcf5f121af0,c_e7848256d29e,resource_card,A,2026-07-31 14:18:56
i_1d1f35dcbc69,c_8cdbfab6b6ed,both,B,2026-07-31 14:31:44
i_5f0d34a98b8e,c_3d72c03f6ff2,both,A,2026-07-31 14:35:32
i_0c39c15118ef,c_63dce83ee4c2,resource_card,A,2026-07-31 14:36:20
i_2d587de0e2f1,c_07bee30303fe,resource_card,A,2026-07-31 14:41:22
i_c7634038e1ff,c_5b79ee191530,resource_card,A,2026-07-31 14:42:16
i_197eb5b56998,c_9acf69e52b1a,resource_card,A,2026-07-31 14:54:11
i_35e3fe6419e8,c_a0b4ccfffe8e,resource_card,A,2026-07-31 14:55:18
i_5e5e1447f177,c_d38d7a625bae,both,A,2026-07-31 15:00:54
i_d782fa23d434,c_52f8b68267ce,resource_card,A,2026-07-31 15:03:26
i_f3b44cf4b5ea,c_6f1369f54dc8,both,A,2026-07-31 15:06:54
i_b2730c1c1f65,c_8ae7b4bbd101,resource_card,B,2026-07-31 15:11:56
i_758b94063c0b,c_f898959663e5,resource_card,B,2026-07-31 15:13:17
i_6f98e97e6bc7,c_3acff2a7c103,both,B,2026-07-31 15:15:35
i_ca9098db6d23,c_3214c42eeb1f,both,B,2026-07-31 15:32:46
i_3156382eb22f,c_d0ca9922f620,resource_card,A,2026-07-31 15:33:01
i_af67386ecd4f,c_403bbb37bbb0,both,A,2026-07-31 15:33:10
i_9fab04e6d00b,c_08887d98f327,resource_card,B,2026-07-31 15:49:38
i_41e9f5c903db,c_00930de60fff,both,B,2026-07-31 15:56:39
i_00af34a397e8,c_dff61532a144,resource_card,A,2026-07-31 16:04:16
i_d64a56025da9,c_de2b9342e283,resource_card,B,2026-07-31 16:08:46
i_d960e43b1705,c_c1e09a4062a6,resource_card,A,2026-07-31 16:20:19
i_01ecf32abe30,c_f8646c3808d8,resource_card,A,2026-07-31 16:20:40
i_a7afe7ef4d8a,c_806bc36dc995,resource_card,B,2026-07-31 16:42:44
i_ddb65070e969,c_8e6b3bf77a39,both,B,2026-07-31 16:45:44
i_8dd79cad91dc,c_39a568d57f65,both,B,2026-07-31 16:46:00
i_5efb2bbbc5b7,c_59ce1fb76ab7,both,B,2026-07-31 16:54:02
i_b9103ccf83c9,c_8c1027ac219c,both,A,2026-07-31 16:57:41
i_a8a4d325e2f1,c_bcd2f0f924ad,resource_card,B,2026-07-31 17:02:32
i_74d10ef60542,c_7fa47596e100,resource_card,A,2026-07-31 17:04:42
i_5062fec9a310,c_2aa52cfcbb72,both,A,2026-07-31 17:07:47
i_50eb01587765,c_54d1a2f6740c,resource_card,A,2026-07-31 17:07:54
i_ec4c1c6b20e7,c_17e54cd145a1,both,B,2026-07-31 17:09:09
i_f9578199939d,c_dbef2b0fecb4,both,A,2026-07-31 17:11:39
i_845c27649812,c_eee617e347ff,resource_card,B,2026-07-31 17:20:00
i_9572a3c9b3a5,c_659c917cb828,both,A,2026-07-31 17:20:32
i_ea633e2b5562,c_883d385fd145,resource_card,B,2026-07-31 17:20:32
i_9ca69b34323a,c_52ef0b94da35,resource_card,B,2026-07-31 17:25:24
i_121f9dffc096,c_1822d96dd668,both,A,2026-07-31 17:29:19
i_089437c785a6,c_4a67037eed76,both,A,2026-07-31 17:38:19
i_4f55ef91c8cb,c_e9ed833b1a8c,both,A,2026-07-31 17:46:58
i_e3a6396a3333,c_e0c848e6fb19,both,B,2026-07-31 17:53:10
i_7a901063bdfe,c_16959b580747,both,B,2026-07-31 17:59:46
i_75a124b9a030,c_f8b4704aa0f5,resource_card,B,2026-07-31 18:07:56
i_5af48e76dd9c,c_ba5f189c921b,resource_card,B,2026-07-31 18:10:11
i_fdcc68a88911,c_a4218bf82ac7,both,B,2026-07-31 18:11:10
i_146ae38af343,c_b91334b33b84,resource_card,A,2026-07-31 18:11:24
i_2c5f1baebfe1,c_cd5aa5ea73f8,both,A,2026-07-31 18:35:10
i_39bd10aaa84f,c_33fd5fb0dcbc,resource_card,A,2026-07-31 18:36:49
i_e6c2b46ef5b1,c_24cb1de6a338,resource_card,A,2026-07-31 18:41:47
i_fc170ce63e97,c_49e9f3325c62,both,A,2026-07-31 18:42:14
i_c92860c6f0e3,c_a8ace62da0d3,resource_card,B,2026-07-31 18:54:59
i_3f73f57d15dd,c_acafbb7bfd5b,resource_card,B,2026-07-31 19:00:48
i_8e169f8dc042,c_90be845ee32e,both,A,2026-07-31 19:21:15
i_01ac48b3c205,c_0221d1bf5fc3,resource_card,B,2026-07-31 19:21:45
i_df6d5b46cb8d,c_bfafb4851031,both,B,2026-07-31 19:24:07
i_d99859714a86,c_2fd3733299f3,both,B,2026-07-31 19:31:12
i_624a24cd372f,c_efd992af63ef,resource_card,B,2026-07-31 19:36:53
i_88772fd206c1,c_7407db0b90e8,resource_card,A,2026-07-31 19:42:49
i_ef0d567accce,c_a4497e9f72ee,resource_card,A,2026-07-31 19:43:43
i_468c0220cdd6,c_d0f110d83e85,resource_card,B,2026-07-31 19:45:49
i_43e2b075a1d1,c_41db9012f33f,resource_card,B,2026-07-31 19:50:52
i_b66aabe0a56b,c_fe87a12a2403,both,B,2026-07-31 20:00:38
i_8fd239a77565,c_5667ea29d0e5,both,B,2026-07-31 20:02:15
i_b811da5c5029,c_fcb38d777721,both,B,2026-07-31 20:03:22
i_ac433bd0498e,c_bff7c42b522e,resource_card,A,2026-07-31 20:06:57
i_5a1f8ba80b98,c_00517f3f24a9,resource_card,B,2026-07-31 20:09:38
i_da0d751d30c4,c_109153cbfed0,resource_card,A,2026-07-31 20:12:54
i_c40fbde95dee,c_266a8dde3441,both,B,2026-07-31 20:19:20
i_f9d6f2f1bbc6,c_032db64e6cd9,both,B,2026-07-31 20:27:46
i_842163c38fc6,c_75d3e97b3e8d,resource_card,B,2026-07-31 20:29:51
i_10631da9a105,c_42af02d34d88,both,A,2026-07-31 20:34:37
i_b5e0e2355503,c_ee1e4dd96d0c,resource_card,A,2026-07-31 20:39:00
i_0625dbfb62aa,c_b5acc216f1a2,both,A,2026-07-31 20:54:15
i_88c98def4892,c_b7bb9a364985,both,B,2026-07-31 20:59:19
i_96219b9422c2,c_79a04ff8d370,resource_card,A,2026-07-31 21:01:12
i_98f881afc77f,c_c49e24794dce,resource_card,A,2026-07-31 21:01:43
i_958c268a9bbc,c_fae264ac3ad1,resource_card,B,2026-07-31 21:02:18
i_9050790378b1,c_34521670a799,resource_card,B,2026-07-31 21:04:34
i_7147544a2c08,c_9ad16d698665,resource_card,B,2026-07-31 21:06:32
i_1c1a7827e722,c_bc3ee108136c,both,A,2026-07-31 21:14:01
i_7cc9d841fb7a,c_17fd5b251028,resource_card,A,2026-07-31 21:19:46
i_50e898d69248,c_e0e26a1c76b8,resource_card,A,2026-07-31 21:23:26
i_2a61905b5a20,c_696a3deb7645,resource_card,B,2026-07-31 21:23:45
i_987e64aaeb51,c_0096a3d72dc4,both,A,2026-07-31 21:25:37
i_b12a2899f6de,c_ddc9d37b560c,both,A,2026-07-31 21:27:57
i_ad5082e9e0d1,c_fcf823cd93d6,both,A,2026-07-31 21:38:04
i_d5b23f02fff3,c_1cee9c507545,resource_card,B,2026-07-31 21:42:08
i_70fa5dc20948,c_9a49334af4c3,both,B,2026-07-31 21:43:49
i_eee6807f35e1,c_87bf8222b9e9,both,B,2026-07-31 21:45:49
i_7833c5ba6c93,c_939b79016d6c,both,A,2026-07-31 21:47:22
i_371dc8557e73,c_82004d4e7aaa,both,A,2026-07-31 21:53:23
i_77a2b6e3a568,c_91d512df7fb4,resource_card,A,2026-07-31 21:53:52
i_7d9bbb4a927a,c_ec628157d4ee,both,A,2026-07-31 21:54:03
i_06eb679d8a92,c_3e9ffc333aa8,both,A,2026-07-31 21:54:50
i_aa49a3853e6e,c_7892bc949859,resource_card,B,2026-07-31 22:11:30
i_3dd5ec6b2aa2,c_28678b2e3711,resource_card,B,2026-07-31 22:12:06
i_982ea99e7b61,c_a1b3d1713ec1,both,B,2026-07-31 22:12:50
i_90c102bc6753,c_3fe9f4a877c5,resource_card,B,2026-07-31 22:19:01
i_0476d382fba7,c_8811fbd80e92,resource_card,A,2026-07-31 22:19:56
i_5a433c5d7864,c_3652091b7d6c,both,A,2026-07-31 22:25:21
i_dd4ea5347b27,c_ceeb777defcb,resource_card,B,2026-07-31 22:27:56
i_e2bfc97ac015,c_9b14f92cff41,resource_card,B,2026-07-31 22:29:40
i_e510d7f0ec38,c_4c3b2459231f,resource_card,B,2026-07-31 22:31:57
i_f2a03ce82f33,c_1e3679d87386,resource_card,A,2026-07-31 22:44:32
i_8718dbe42e8e,c_75f1719fbff0,resource_card,A,2026-07-31 22:58:31
i_a2bf328f98ab,c_b545c215610a,both,A,2026-07-31 23:10:53
i_6654db9e3c05,c_d072ab40ae6e,resource_card,A,2026-07-31 23:16:35
i_433de85a9a9e,c_1e965fa62176,resource_card,A,2026-07-31 23:21:55
i_a1dd7c1a3021,c_ba740148af29,both,B,2026-07-31 23:54:44
i_4ebdff53f30a,c_f60b2eaf055c,resource_card,A,2026-08-01 01:10:28
i_687cf781b3f3,c_da7e47e501e4,both,A,2026-08-01 01:31:46
i_2c3593a35955,c_c667868f0ad4,resource_card,A,2026-08-01 01:36:21
i_92065df9b8aa,c_ddeb1231d0ec,both,A,2026-08-01 02:38:50
i_083e2a75a15b,c_9a3d1bb609be,resource_card,A,2026-08-01 02:43:44
i_023dafed45c6,c_4186a0d57553,both,B,2026-08-01 03:00:12
i_a7be4b78eab5,c_262ef84f5c3a,resource_card,A,2026-08-01 04:27:21
i_b6817abc2255,c_fc9a88185c64,resource_card,A,2026-08-01 05:37:57
i_e30d293b2420,c_374746c1340f,both,B,2026-08-01 06:34:02
i_966d522626b4,c_965e0cdea4ae,both,A,2026-08-01 06:48:55
i_dd0ec66d5dbf,c_d53f43109ef1,resource_card,B,2026-08-01 07:27:29
i_a0d19d01ec95,c_5d486d9e1569,both,B,2026-08-01 07:36:31
i_8fde80fa8246,c_ef632f958293,both,B,2026-08-01 07:44:04
i_05eea8a3308f,c_3a258a8b8a7c,both,A,2026-08-01 07:52:13
i_8763eabaa483,c_4e2c2c671538,both,A,2026-08-01 07:53:20
i_7ed122f3c670,c_cb559bccf9ac,resource_card,A,2026-08-01 08:18:05
i_c562de5def0f,c_600cb995b390,both,A,2026-08-01 08:38:53
i_c40b43c3824a,c_18f0d01a7442,resource_card,A,2026-08-01 09:02:27
i_3622415f2050,c_b62f466a515a,both,A,2026-08-01 09:03:25
i_1d38a13adf51,c_053417180809,both,B,2026-08-01 09:09:56
i_99cd655d055c,c_05c0e62cee05,resource_card,B,2026-08-01 09:10:02
i_58bc1ab34584,c_54ce2f21b53b,resource_card,B,2026-08-01 09:12:09
i_a6d17a16b738,c_efc34b59526b,resource_card,B,2026-08-01 09:20:32
i_09275cb5b0a3,c_0c968665b06d,both,B,2026-08-01 09:27:42
i_7647a2695a12,c_ab5e348e9894,both,A,2026-08-01 09:38:28
i_02daa500be35,c_4597a179f391,resource_card,B,2026-08-01 09:46:44
i_81d937a6a1ec,c_956224e0f8fc,resource_card,A,2026-08-01 10:12:22
i_cb688e3f17ab,c_7fbd41f0c515,resource_card,B,2026-08-01 10:14:33
i_16ddacb839f5,c_31564587100e,both,A,2026-08-01 10:22:43
i_44b5649c4486,c_b1e74246e98f,both,B,2026-08-01 10:27:02
i_e58e85ee9a61,c_644f43f6111d,resource_card,B,2026-08-01 10:32:25
i_b9ac57ce6ae9,c_c9508eb4ca24,both,A,2026-08-01 10:33:29
i_2603830e6268,c_afe9743fcde0,resource_card,A,2026-08-01 10:35:05
i_f3a9d0eca851,c_b71d897aa88f,resource_card,B,2026-08-01 10:39:53
i_efc569274139,c_78c0f402c44f,both,B,2026-08-01 10:51:14
i_73fdf5b607cf,c_96a51f812c19,both,B,2026-08-01 11:15:20
i_3763d9dedda7,c_11cacb2161cf,both,B,2026-08-01 11:25:01
i_8d9807193827,c_30678d373a72,both,A,2026-08-01 11:25:22
i_f2cf51b49a2d,c_571815fcbd20,both,A,2026-08-01 11:27:21
i_ce21d3dd8e50,c_ff707cfe833d,both,B,2026-08-01 11:30:31
i_2cc384eec6e1,c_e904d9aa77f6,both,A,2026-08-01 11:36:30
i_6d9e01451d84,c_3f44ab852e6e,both,A,2026-08-01 11:40:14
i_5b728c0472b4,c_15a8af58128b,both,B,2026-08-01 11:44:50
i_cbc0d346909d,c_6aebd3d4535b,both,B,2026-08-01 11:45:06
i_4cd98d02e32f,c_14f05d34237c,resource_card,A,2026-08-01 11:49:22
i_c7b8049ab68d,c_338e63b68638,both,A,2026-08-01 12:00:17
i_2a2fa5ce1449,c_a1f02db38ad8,resource_card,A,2026-08-01 12:08:11
i_bbe645d481fb,c_8928d606333f,resource_card,B,2026-08-01 12:15:18
i_80ca598f5017,c_a38aa9fb0838,both,A,2026-08-01 12:22:43
i_5ee087d4619f,c_95afe21db0c8,both,A,2026-08-01 12:24:00
i_b8515d0dc604,c_b430562bba21,resource_card,B,2026-08-01 12:25:15
i_58319048ca8e,c_667883887391,both,B,2026-08-01 12:29:48
i_d0584da18ff2,c_136e94243c48,resource_card,A,2026-08-01 12:31:19
i_ee5299f1ea42,c_874975524812,resource_card,A,2026-08-01 12:35:44
i_a3e61546cc66,c_29798a390458,resource_card,A,2026-08-01 12:37:56
i_a2562ce0a9ab,c_d38eb1d7d17d,both,B,2026-08-01 12:42:46
i_207c553faac7,c_dafea486752a,resource_card,A,2026-08-01 12:45:18
i_d70edc2a3b46,c_c2138ac2a2b4,both,A,2026-08-01 12:49:48
i_587104e9914d,c_e244d512661c,resource_card,A,2026-08-01 12:54:53
i_67eadbb56dd7,c_2a0d9b0f5254,resource_card,A,2026-08-01 13:04:16
i_cfbc256b635b,c_1ed9af3b5b34,resource_card,A,2026-08-01 13:05:46
i_9830c1764010,c_f939c85e7787,resource_card,B,2026-08-01 13:09:14
i_c37c33355d0e,c_8396691d84dc,resource_card,A,2026-08-01 13:11:16
i_2fc6fd08ab76,c_32bf2a3468ae,both,A,2026-08-01 13:15:06
i_296fb9b204e7,c_4e1a375a0785,both,B,2026-08-01 13:18:50
i_18d66fe1662a,c_49cfd22280e7,both,B,2026-08-01 13:35:16
i_57512f187876,c_7c5da6154ff4,resource_card,A,2026-08-01 13:48:39
i_07ad34f0211b,c_76b1cb08cacf,resource_card,B,2026-08-01 13:52:17
i_747712e11af9,c_d17bfbbbb49f,both,B,2026-08-01 13:54:48
i_06bc6fb45098,c_98c2ad20070b,resource_card,B,2026-08-01 13:56:10
i_f949f177b9e6,c_33797b5668dc,resource_card,A,2026-08-01 13:58:21
i_cee66a68a9aa,c_01e29f6cf967,resource_card,B,2026-08-01 14:08:47
i_290e8d378bf1,c_ba14357351ee,both,A,2026-08-01 14:13:53
i_4c70e72584e1,c_5d548e897c06,both,A,2026-08-01 14:16:52
i_297c7793653a,c_fecf9af7c056,both,A,2026-08-01 14:22:24
i_18e6cdf85b68,c_b6a8b461312d,both,B,2026-08-01 14:22:26
i_a6189f8ef5c9,c_e6a091b66d65,both,B,2026-08-01 14:27:17
i_aa04c5704461,c_ae42d3a5d71a,both,A,2026-08-01 14:29:58
i_77450842d548,c_9c7b919c28fc,both,A,2026-08-01 14:45:09
i_ff014a3b9b53,c_2c69e2e86876,resource_card,A,2026-08-01 14:49:40
i_5f03209c800e,c_b16b7014fef7,both,B,2026-08-01 14:53:19
i_b4ca83fb57a9,c_1a64c1c12340,resource_card,A,2026-08-01 15:02:42
i_99bf97906681,c_471687d1ef6f,both,B,2026-08-01 15:05:56
i_a68ea445f0ce,c_e01a7a6638bc,both,A,2026-08-01 15:10:56
i_9ca5e1c919b1,c_ba8f82bcd69a,resource_card,A,2026-08-01 15:12:19
i_239dd09b873c,c_c707a84a454e,resource_card,A,2026-08-01 15:20:56
i_f52377946675,c_1c9c93a62db6,both,A,2026-08-01 15:26:23
i_0aa08125ea91,c_1f55ab3ad273,both,B,2026-08-01 15:29:08
i_3b2629d2679e,c_0e0f73e59a5a,both,A,2026-08-01 15:52:37
i_46959a2c78fe,c_624f1b291cf1,resource_card,B,2026-08-01 16:05:21
i_39e0483214c6,c_0ea75108ab3b,both,B,2026-08-01 16:16:06
i_b2113a223a4d,c_b91d3b8ccc07,both,B,2026-08-01 16:25:29
i_f5defb7bf04c,c_b0b365d946b5,resource_card,B,2026-08-01 16:26:53
i_b1b99dae95a1,c_564b165ffbcf,both,B,2026-08-01 16:26:58
i_0f38fad5b80d,c_9451416e6122,resource_card,A,2026-08-01 16:37:19
i_192fd8c10cdb,c_2910166a6643,resource_card,B,2026-08-01 16:52:03
i_fa4152ae1c5a,c_e0853f357ff7,resource_card,B,2026-08-01 17:00:59
i_07cf2c4dbc1e,c_fb618011fc16,resource_card,A,2026-08-01 17:05:26
i_0fa25325f4a2,c_d3b9f012bd85,both,B,2026-08-01 17:07:30
i_ffaf0ee96c1e,c_d6c082fec00d,both,B,2026-08-01 17:14:22
i_7d4ca051dc21,c_d5cd038069ab,both,B,2026-08-01 17:20:08
i_4bd407c89410,c_cc7e4768c2df,both,B,2026-08-01 17:23:32
i_907b5a694f46,c_580831ee6690,both,A,2026-08-01 17:26:36
i_491c496ab680,c_99bf17a823c9,both,B,2026-08-01 17:26:50
i_cfe07dac6cab,c_e00653c125e3,both,B,2026-08-01 17:28:07
i_0e76b6b2bec8,c_18c307b2e758,both,A,2026-08-01 17:30:02
i_38a4fab69273,c_9346971c37d9,resource_card,B,2026-08-01 17:32:20
i_dc6155ab3934,c_c2abb0e58d80,resource_card,A,2026-08-01 17:34:16
i_5322b7b9a323,c_358c97296f22,resource_card,A,2026-08-01 17:39:50
i_0235c12fe97a,c_9aa05e8271ca,resource_card,A,2026-08-01 17:44:54
i_97dad8b3dc75,c_35f5f9b9c81a,both,A,2026-08-01 17:50:17
i_ebacc82b2493,c_63d75ca78397,both,B,2026-08-01 17:53:36
i_50c917b79ba4,c_168df46ebd3f,resource_card,B,2026-08-01 18:00:32
i_f08ff84cee4e,c_dc33bee872f8,resource_card,A,2026-08-01 18:01:01
i_5cf47fd860c3,c_9fd1ae67c2aa,both,A,2026-08-01 18:01:49
i_d2e9bb7099de,c_b14dcff6c7be,resource_card,A,2026-08-01 18:02:47
i_2811419704f1,c_524cbd04a271,resource_card,B,2026-08-01 18:10:01
i_1dc5a8b2ca0d,c_841bfd73433c,both,A,2026-08-01 18:18:32
i_6ef927e30558,c_95ed444e74fe,both,A,2026-08-01 18:26:26
i_11e39ccd560e,c_40f542495c77,resource_card,B,2026-08-01 18:35:16
i_8a3d3188b8f1,c_8c1ad72f3afa,resource_card,A,2026-08-01 18:42:56
i_29ff5d0c7818,c_6fef2dac9e5a,resource_card,A,2026-08-01 18:43:30
i_5f77c4b440c4,c_6a8cabccdab5,both,B,2026-08-01 19:06:54
i_ddbdfa9cafca,c_4b128595920a,both,A,2026-08-01 19:11:16
i_4b13d24fbcbc,c_ad08a95293f7,both,B,2026-08-01 19:12:56
i_3b387d0b4ed8,c_71294a948c9f,both,B,2026-08-01 19:22:03
i_52e753bb2000,c_76e05d4bffe2,both,A,2026-08-01 19:30:30
i_b8cbf29e9f82,c_9966639e6e1e,resource_card,A,2026-08-01 19:32:07
i_cd801b4470b7,c_5ac64843c3d1,both,B,2026-08-01 19:49:18
i_ad005426014a,c_6c2245a79fa0,both,A,2026-08-01 19:50:08
i_688064031043,c_45b49522e648,resource_card,A,2026-08-01 19:56:54
i_73897fd1ac7e,c_dddbb8b49183,resource_card,B,2026-08-01 20:00:38
i_feb2d36f55f5,c_69859d7124b0,both,A,2026-08-01 20:12:14
i_c03826afd689,c_426f9dfd6b77,both,B,2026-08-01 20:17:57
i_2721ed824acf,c_654b7f23f71b,both,B,2026-08-01 20:18:18
i_024347449ca7,c_e5b853ae0492,both,A,2026-08-01 20:30:01
i_6fc4c8f9e89b,c_403599147f74,both,A,2026-08-01 20:36:01
i_ca6d5402d9e3,c_090546b6aedb,resource_card,B,2026-08-01 20:38:20
i_123f945d6622,c_12e9cae917ba,resource_card,A,2026-08-01 20:42:57
i_c1b98a97a059,c_1eea47eeb8e2,both,A,2026-08-01 20:57:16
i_d1ad70669798,c_1360ad2d257f,both,B,2026-08-01 20:58:27
i_16e99af886e1,c_df7dc32e0b34,resource_card,A,2026-08-01 21:01:08
i_d42695f419f8,c_fe02beee63f7,resource_card,B,2026-08-01 21:01:31
i_35662ea69243,c_3e193d0dc61d,resource_card,B,2026-08-01 21:02:55
i_9dcf362cacb9,c_1a426cb4d7db,both,B,2026-08-01 21:05:15
i_deee092b0f82,c_3857667ca69c,resource_card,A,2026-08-01 21:10:53
i_b9ed97243176,c_7ee8f6346aa3,both,B,2026-08-01 21:13:53
i_58c1ed5d43cc,c_0cd27a4ae9ec,resource_card,A,2026-08-01 21:15:16
i_4dd728e59709,c_02bf8eefbb02,resource_card,A,2026-08-01 21:20:48
i_1dc88a8e19c5,c_4347a0c7b01d,resource_card,B,2026-08-01 21:25:34
i_3e8932dd52de,c_5390781e60a4,resource_card,A,2026-08-01 21:33:16
i_10298eff7611,c_4748fe6a8967,resource_card,B,2026-08-01 21:35:44
i_336c2c2fc832,c_3b1a27e3d302,both,A,2026-08-01 21:45:06
i_759557f299ae,c_483c4b360510,both,A,2026-08-01 21:55:00
i_087cdfd8309e,c_0d3a46b274f9,resource_card,B,2026-08-01 22:01:44
i_f909665ab679,c_d43594e4eab5,both,B,2026-08-01 22:18:38
i_b0df8d834c31,c_236e06ea8cbd,both,B,2026-08-01 22:18:52
i_997595b184ea,c_f1c5869caaea,both,A,2026-08-01 22:20:02
i_baa9d55f67e7,c_6c27a642de8a,resource_card,A,2026-08-01 22:22:47
i_121afe750069,c_7301e476a9f2,resource_card,A,2026-08-01 22:23:23
i_5c9e24f0e705,c_fb5a0a53a8b2,resource_card,A,2026-08-01 22:26:18
i_f1fc1cf15b53,c_040d61ef7e4d,both,B,2026-08-01 22:30:56
i_59844f04190f,c_b1b10a25077f,resource_card,B,2026-08-01 22:36:31
i_d74816b95eed,c_959274f03494,resource_card,A,2026-08-01 22:42:13
i_8733fd0e12ff,c_ce1482663792,resource_card,A,2026-08-01 22:47:31
i_6fff9b17a775,c_0f1c4ef69865,both,B,2026-08-01 22:51:07
i_200c3f11530d,c_ca50ccbce588,resource_card,A,2026-08-01 22:51:13
i_5a08d3cd2476,c_75496069c64b,both,B,2026-08-01 22:53:44
i_b0f59b34b3d7,c_f2521c67092d,both,B,2026-08-01 22:54:23
i_7a87db5798c7,c_bf6c123a9c35,resource_card,B,2026-08-01 23:00:25
i_69b125f809d9,c_a79d290b4996,both,A,2026-08-01 23:05:00
i_2c81d43b0754,c_9432b8358029,both,B,2026-08-01 23:11:37
i_597ff553ba7d,c_105174301713,both,B,2026-08-01 23:16:56
i_238dc42daa93,c_6b530bd12347,both,B,2026-08-01 23:26:48
i_382242858751,c_f640ebac1e07,both,B,2026-08-01 23:52:24
i_a0a1da1ea9a2,c_0658080dac63,both,B,2026-08-01 23:55:12
i_e5c386cd9da2,c_480db813f3b1,both,B,2026-08-02 00:03:58
i_cf5efd86e0d4,c_7c3545ab0f7a,both,A,2026-08-02 00:05:53
i_af54fc0a5499,c_228515e58e9c,both,A,2026-08-02 00:20:19
i_0ac6ac6ddef9,c_f1570abeda7b,both,B,2026-08-02 00:31:40
i_909d4b178271,c_d518899658f0,resource_card,A,2026-08-02 00:33:34
i_1d9660437c1b,c_030d0f3a5f0b,resource_card,B,2026-08-02 00:58:32
i_1e6a0c779c56,c_50af1ead2bb4,both,A,2026-08-02 01:03:35
i_5ec050f6f388,c_fa4d713b7392,both,A,2026-08-02 02:59:20
i_38685c3fcab4,c_09b27083a9f9,resource_card,B,2026-08-02 03:27:21
i_46a7facc3020,c_0ea59046849e,both,A,2026-08-02 03:40:27
i_0eb60c216506,c_f36af814aaf9,both,B,2026-08-02 03:51:01
i_3bc5695f72df,c_993146117475,resource_card,B,2026-08-02 05:00:37
i_d415abf17e03,c_a809ebd8615f,resource_card,B,2026-08-02 05:28:54
i_2bf3a738b69a,c_d14e835db0db,both,B,2026-08-02 06:07:43
i_1e46fee248d4,c_6365dbfe38bf,both,B,2026-08-02 07:11:19
i_5248ac501836,c_1250756698c7,resource_card,B,2026-08-02 07:11:45
i_cacf246188e1,c_22afc6efd5d3,resource_card,B,2026-08-02 07:13:41
i_606b0de934a8,c_343515ea89ba,both,A,2026-08-02 07:14:53
i_05be2e34b988,c_950268aac1ea,resource_card,A,2026-08-02 07:24:00
i_743137d5c2ce,c_45ef4857fea2,both,A,2026-08-02 07:49:00
i_5e3e409cb240,c_2ef998fef04a,both,A,2026-08-02 07:50:56
i_e9003008681f,c_7b94b323d42a,both,A,2026-08-02 07:55:39
