conversation_id,returned_within_7d,followup_category,followup_severity,resource_link_clicked
c_e68b0f99adf7,True,benign,0,False
c_908c7eb78e99,True,suicide,2,False
c_5d54bc254ea5,False,,,False
c_10e0aaae53b1,False,,,False
c_a6928c67495f,True,self_harm,3,True
c_91ffc8825ad8,False,,,False
c_5cba70b81797,True,emotional_dependence,1,False
c_b516ef0199ac,False,,,False
c_acc597e4b063,True,suicide,1,True
c_02110773d894,True,benign,0,False
c_fa5573f8d863,True,benign,0,False
c_6b6e4dfdd00a,True,benign,0,False
c_2162d6fc7616,True,benign,0,False
c_dff7c29da5f3,True,self_harm,2,False
c_c9aae8e59d05,True,self_harm,1,False
c_6415061088e0,False,,,False
c_3ae1609ae859,True,benign,0,False
c_429748431e7c,False,,,False
c_c7ca7ff5d235,False,,,False
c_9de70e7b1aad,False,,,False
c_64663f08438e,True,benign,0,True
c_803e68ffad30,True,self_harm,2,False
c_a09dba60a29c,False,,,False
c_db7267b6e384,True,benign,0,False
c_86d0993ca6be,True,benign,0,False
c_da9f797f1120,True,sycophancy_concern,3,False
c_a968c2a77fad,True,emotional_dependence,1,False
c_d4774a68658f,False,,,False
c_aafde6a57df7,False,,,False
c_8e7381ec5729,False,,,False
c_2ea837ffe1fa,False,,,False
c_18cab62f1e20,False,,,False
c_448d84475d3f,True,self_harm,3,False
c_a1973f7216b9,True,suicide,3,False
c_15d5338c4274,False,,,False
c_8bb1694d0fb0,False,,,False
c_169f57ec3894,False,,,False
c_5d494a45bb86,True,emotional_dependence,2,False
c_9040308006c6,True,emotional_dependence,2,False
c_ea080f34e841,False,,,False
c_2069304a3424,True,benign,0,False
c_27818a1b34ce,True,disordered_eating,1,False
c_160cf5c80386,False,,,False
c_2e2a66b78e36,True,suicide,3,False
c_d87456b6bff7,True,benign,0,False
c_b8b246e08361,True,self_harm,2,True
c_c684df807d4d,False,,,False
c_1692a8fe1c24,True,self_harm,2,False
c_acdc23fe84d8,True,self_harm,3,False
c_1eda473ada55,False,,,False
c_9be7f967ad74,False,,,False
c_880b360a4317,True,disordered_eating,2,False
c_181bbc4f0c58,True,sycophancy_concern,2,False
c_efd260a8c4fc,True,suicide,2,False
c_d5b68482c659,True,sycophancy_concern,1,False
c_3b966cb8f2f8,False,,,False
c_37faa1cc689a,False,,,False
c_c25ecd478942,True,self_harm,1,False
c_6fbd3290f6fe,True,self_harm,3,False
c_265b10eea2c4,True,benign,0,False
c_771b2ef59943,False,,,False
c_46220d0bab95,True,emotional_dependence,2,False
c_a3a244c1667b,True,sycophancy_concern,1,False
c_69a7eaf76087,True,benign,0,False
c_eb010a936ef9,True,emotional_dependence,1,False
c_93cf64466baa,False,,,False
c_647fb7ad2cfa,False,,,False
c_a86b71a6aebf,True,self_harm,3,False
c_249132d8a0ae,True,benign,0,False
c_5163263fd88e,True,disordered_eating,2,False
c_d16279b88cae,False,,,False
c_7624fe537198,True,benign,0,False
c_4abe9ca2b239,True,benign,0,False
c_bb06c2977fc0,True,self_harm,2,False
c_50e40ed6dcc0,True,sycophancy_concern,1,False
c_0d4e057318ac,True,suicide,3,True
c_9314123c6a9a,True,benign,0,False
c_8a5d04e844c3,True,disordered_eating,1,False
c_4ea1dd11ae1f,False,,,False
c_8e8b8e5f9f93,False,,,False
c_f204044039ee,False,,,False
c_c41798d7db17,True,suicide,2,False
c_1dcce26636f7,True,emotional_dependence,1,False
c_0634f06dff09,True,sycophancy_concern,1,False
c_caf21f72bb2e,True,emotional_dependence,2,False
c_e4730da1bf41,True,benign,0,False
c_f8143af3265b,False,,,False
c_9b23ad87bf64,False,,,False
c_d757152035ed,False,,,False
c_3aac63d06bc9,True,sycophancy_concern,2,False
c_c5d07a1d63c0,True,self_harm,1,False
c_5f6af47edfdc,False,,,False
c_3fd575768b8d,True,benign,0,False
c_db2ba6c5df8b,False,,,False
c_b449e9807bd9,False,,,False
c_31dfa2982ea1,False,,,False
c_b7b3401f7193,True,sycophancy_concern,3,False
c_2b27777b84e7,True,sycophancy_concern,1,False
c_3e05df621d15,True,self_harm,1,False
c_49df19ef6183,True,benign,0,False
c_9e15a971f0dc,True,self_harm,4,False
c_f2169ed1b084,False,,,False
c_87f81063a4fe,True,benign,0,False
c_1e6febaa41e6,False,,,False
c_7de0c12b3df9,True,emotional_dependence,1,False
c_2e504ef7cc44,True,benign,0,False
c_9e78a3f0ce66,True,disordered_eating,1,False
c_380fd4dffe55,True,disordered_eating,2,False
c_3f2054e5b852,True,emotional_dependence,3,False
c_14682719000a,True,benign,0,False
c_9264e45036ea,True,self_harm,3,False
c_33e0d1e7430b,True,emotional_dependence,1,False
c_f071d372e703,True,benign,0,False
c_1a07ee8c7fe7,False,,,False
c_455320bc9d87,False,,,False
c_b6c79f71f6f6,True,self_harm,1,False
c_0899ce261cb2,False,,,False
c_fc991c4a31fc,True,self_harm,1,False
c_5626d3b59bef,True,self_harm,1,False
c_8d33fd53f419,False,,,False
c_a3498a974181,False,,,False
c_f36d3d94e402,False,,,False
c_a29699f5ddc7,False,,,False
c_92ba56fc4317,False,,,False
c_ef78c43a25a0,True,self_harm,1,False
c_9d46eb96f134,True,benign,0,False
c_615b646ac6bd,True,emotional_dependence,2,False
c_6ba0dfcb0454,True,disordered_eating,1,False
c_034d8730b33b,True,emotional_dependence,1,False
c_36709998e064,True,benign,0,False
c_01ced0566b4d,True,self_harm,2,False
c_13b03292f10b,True,benign,0,False
c_6a1c756c1e28,True,emotional_dependence,2,False
c_641664811e5c,True,disordered_eating,1,False
c_f1b0b31d545b,False,,,False
c_a187926a7ac1,True,disordered_eating,2,False
c_1dd8217ccd5d,True,benign,0,False
c_1082f8137902,True,suicide,2,False
c_7f7ff9c30e1c,True,benign,0,False
c_031dc6bed603,True,disordered_eating,4,False
c_f55d22909b66,True,emotional_dependence,2,False
c_4bebaf8d9c47,True,suicide,1,False
c_02b6761816af,True,benign,0,False
c_16b844527cf4,True,benign,0,False
c_02a3f3ccb0e4,True,emotional_dependence,2,False
c_ec6b52e52193,True,self_harm,3,False
c_74debfa442c7,True,benign,0,True
c_37f5e82815cc,True,benign,0,False
c_f17f3a050511,True,disordered_eating,3,False
c_d7645923f4b5,False,,,False
c_bd5115cef87e,True,emotional_dependence,1,False
c_a2feeb3c433d,False,,,False
c_84d3428af125,False,,,False
c_81c25051558f,False,,,False
c_c35a86f8bd46,True,sycophancy_concern,2,False
c_169ae1ad33ff,True,self_harm,4,False
c_a8f2a22b6277,False,,,False
c_c2b91256ced7,False,,,False
c_fb6cd16f4fda,True,disordered_eating,3,False
c_ea87c9f27afa,True,emotional_dependence,2,False
c_d8ba8c24572c,True,benign,0,False
c_690477af4281,True,self_harm,2,False
c_30fe56d8db01,False,,,False
c_6388bd29031e,False,,,True
c_bc1d44d16710,False,,,False
c_1afe522db798,True,sycophancy_concern,3,True
c_e0967df909fe,False,,,False
c_e5bf1f5a8297,False,,,False
c_d3b7855b43d4,False,,,False
c_5fc51c4f85f5,False,,,False
c_4aab1dcf2236,True,self_harm,2,False
c_f784007ca9aa,False,,,False
c_62726961c33e,True,sycophancy_concern,2,False
c_f9074d4fd938,True,emotional_dependence,2,False
c_81560a86169b,True,self_harm,3,False
c_cfe9f494c944,False,,,False
c_498b146cacc2,True,self_harm,3,False
c_86f317c1eeee,False,,,False
c_bcb2b18b6b54,False,,,False
c_35bd2e6841d0,False,,,False
c_344c0c2565be,True,self_harm,1,False
c_aa9162df481e,True,benign,0,False
c_360447b192b2,True,suicide,2,True
c_472bc29eefc5,True,self_harm,2,False
c_3c1b3141e434,True,sycophancy_concern,1,False
c_393f525f2068,True,self_harm,1,False
c_57a6cbb70b21,True,emotional_dependence,1,False
c_baef8d6dfc8c,False,,,False
c_18ed4046885f,True,self_harm,2,False
c_dc8bb39c4caa,True,emotional_dependence,3,True
c_0d904349fa3c,True,benign,0,False
c_4a1f46d4d8e8,True,sycophancy_concern,2,False
c_1ff1133fb9dd,False,,,False
c_1cb56d763b1d,False,,,True
c_be5c9585f4a6,False,,,False
c_c6181c1f2df0,True,suicide,2,False
c_48e079ea1dd9,True,disordered_eating,3,False
c_ca2f13a1d9c6,False,,,False
c_a917017dc301,True,emotional_dependence,2,True
c_fc725ca31a2a,False,,,False
c_9b4af0b1f404,True,disordered_eating,1,False
c_b45643860eb2,True,emotional_dependence,1,False
c_36ea674449a8,False,,,False
c_44722c5ab8a7,True,benign,0,False
c_5e790da1c5aa,False,,,False
c_a27cb49acb25,True,emotional_dependence,2,False
c_6523746c4758,True,benign,0,False
c_b4b5a90e5cae,True,emotional_dependence,1,False
c_c19294b839f0,False,,,False
c_95231f052763,False,,,False
c_2aea2c757e41,False,,,False
c_4fedeb84a0fc,False,,,False
c_16d3d912fd78,True,disordered_eating,2,False
c_2b56f31d40b4,False,,,False
c_e743260b4a05,True,self_harm,1,False
c_f5bc4d988d17,True,suicide,1,False
c_ef7bbe3c4a1c,True,sycophancy_concern,1,False
c_f5edd066569d,True,emotional_dependence,1,False
c_ffb241537fc2,False,,,False
c_3aeaf5d3456e,False,,,False
c_3f397a5b453a,True,suicide,1,True
c_44c479424b45,False,,,False
c_52f1e8dfb41f,True,suicide,2,False
c_f0e2fd2632a1,True,self_harm,1,False
c_2de1a3100798,True,benign,0,True
c_f3c75e57c9ec,True,emotional_dependence,2,False
c_b17c1106fea7,True,benign,0,False
c_5193aca82f92,False,,,False
c_dae495ddb482,False,,,False
c_2a66fa51e959,True,benign,0,True
c_49cd89434393,True,sycophancy_concern,2,False
c_b23618164d27,True,disordered_eating,1,False
c_9066fefad921,True,emotional_dependence,1,False
c_e8aa48422b52,True,self_harm,2,False
c_92436363e4b0,True,disordered_eating,2,False
c_daed6bedd7f2,True,disordered_eating,1,False
c_26632bc50ffe,False,,,False
c_29f04573130a,False,,,False
c_9abc71aaaa51,False,,,False
c_855d1b36d3d7,True,suicide,2,False
c_267a83b9b379,True,self_harm,1,False
c_de04ff64cb43,True,sycophancy_concern,2,False
c_987c701dc521,True,benign,0,False
c_f86ba53ddd7b,False,,,False
c_1dfdd1a46d8e,False,,,False
c_31b7b534b64a,True,benign,0,False
c_ce5cee761c7e,True,emotional_dependence,2,False
c_54ab1693e805,False,,,False
c_fa4d5eeb7eee,False,,,False
c_aec9c13612cb,False,,,False
c_cd8ea19615a3,True,emotional_dependence,1,False
c_9c2000c429c9,False,,,False
c_9201624f757e,False,,,False
c_aa75c4a441a8,False,,,False
c_32216e721391,False,,,False
c_b6ee6859159b,False,,,False
c_d088f34df18a,False,,,False
c_6deae75bbda4,False,,,False
c_ed88c690bb8f,False,,,False
c_68d79f9e3357,True,self_harm,2,False
c_a4f07143f0e2,False,,,False
c_19c5c406740f,False,,,False
c_92cb80cd2d8b,True,disordered_eating,3,False
c_651f3ff446f8,True,emotional_dependence,2,False
c_f44c40c41676,False,,,False
c_fb424037abc9,False,,,False
c_278f1405ee8f,False,,,False
c_6385996fa0c5,False,,,False
c_5af39cd84fb2,True,benign,0,False
c_d1e479627fc9,False,,,False
c_90b4ab4d4896,False,,,False
c_b4c75cac751a,True,emotional_dependence,2,False
c_3318b5ae06e8,False,,,False
c_c6bf6a0f6f1a,True,benign,0,False
c_45d0f39d640f,True,self_harm,1,True
c_0aab8f7b2467,True,suicide,2,False
c_09ca86085c30,True,benign,0,True
c_5ae2a0bfb189,False,,,True
c_2cb882678f19,False,,,False
c_89096ee32079,False,,,False
c_9b156f0ba19f,True,benign,0,False
c_1a9c030df77a,True,benign,0,False
c_1a8dd286a74b,True,self_harm,1,True
c_03b02426ef53,True,benign,0,False
c_fed573d10c4b,True,self_harm,2,False
c_965fbff78ec8,True,self_harm,1,False
c_448cfe2f87e7,True,disordered_eating,1,False
c_1387ba437c48,True,emotional_dependence,2,False
c_ff9c5c5ad45d,False,,,False
c_b8e4ddf58d26,True,benign,0,False
c_c8f22da06bfa,True,sycophancy_concern,2,False
c_5dbce234d2a3,True,benign,0,False
c_bf2e6f2700aa,True,disordered_eating,2,False
c_5877c6da7544,True,benign,0,False
c_721bf711c6d1,True,benign,0,False
c_0dbf3120e0d3,True,suicide,1,False
c_d7d8f3325d45,False,,,True
c_205511ec361a,False,,,False
c_2220067093b1,True,benign,0,False
c_56180f481444,True,self_harm,2,False
c_705c8dd74421,False,,,False
c_47b5f98f99c6,True,self_harm,1,False
c_c70797112985,False,,,False
c_0a81774f9171,False,,,False
c_d745098337c9,True,benign,0,False
c_64861c4b3309,True,self_harm,2,False
c_2cc252c3d83d,False,,,False
c_e3289dd5a049,True,disordered_eating,2,False
c_3b1dd0da9bef,False,,,False
c_daa0c3c6859a,True,benign,0,False
c_44f0df5f991e,False,,,False
c_9a9991f61846,True,benign,0,False
c_1d83efb21692,True,self_harm,1,False
c_cd7ba63e9e23,False,,,False
c_2b4f687c0489,True,emotional_dependence,2,False
c_849ebeae5498,True,disordered_eating,2,False
c_71705f5c6ee1,False,,,False
c_8567894c6914,True,emotional_dependence,2,False
c_e011d44406b1,True,emotional_dependence,3,True
c_779168db090b,True,emotional_dependence,3,False
c_4c61a00e9d80,True,benign,0,False
c_454aafb92068,False,,,False
c_4cb107a4c122,False,,,True
c_4b9a31e726bf,True,disordered_eating,2,False
c_c09dcac6d02e,True,benign,0,False
c_15b9366b502c,False,,,True
c_9d7cf1d19a99,False,,,False
c_bfda08c036df,True,disordered_eating,1,False
c_ee853ea8fafa,True,disordered_eating,3,True
c_fa79a3880a7b,True,benign,0,False
c_7595d0374db1,False,,,False
c_9273a756e587,True,self_harm,1,False
c_dcb31cd40acc,True,disordered_eating,2,False
c_5f05d41cd479,False,,,False
c_79b910a5365f,True,self_harm,1,False
c_524758ed3d4b,True,benign,0,False
c_d31dd0bd80d4,False,,,False
c_d158c8784087,True,benign,0,False
c_48256149fb75,True,sycophancy_concern,2,False
c_b892506b05b7,False,,,False
c_33ca0284aa6b,False,,,False
c_c801e20a60d8,True,self_harm,1,False
c_0b2abe49f5d7,False,,,False
c_adf222276e8f,False,,,False
c_2d6e386165b8,True,disordered_eating,2,False
c_ecdc61c68a8a,True,sycophancy_concern,3,False
c_2b8c60fa9b6e,False,,,False
c_436ba31792a1,True,benign,0,False
c_41bf432b5267,True,disordered_eating,1,False
c_d2a8a419ce41,True,benign,0,False
c_0faa76a768d2,True,suicide,1,False
c_61c880847d7b,True,self_harm,4,True
c_e25796ef7737,True,benign,0,False
c_6017aaa03f87,False,,,False
c_449619983a2e,True,sycophancy_concern,1,False
c_2b6edd9193da,True,suicide,3,False
c_e540124b89ff,True,sycophancy_concern,1,False
c_2119938813b6,True,benign,0,False
c_50767aa7c711,False,,,False
c_ee7dd1240255,True,emotional_dependence,2,False
c_737ead5b5b42,True,benign,0,False
c_d90ee8dcef6e,True,disordered_eating,2,False
c_0ce927c5478e,True,benign,0,False
c_d79620ed9755,True,self_harm,1,False
c_348798a1767b,True,benign,0,False
c_dc96ec5eb917,False,,,False
c_f63397228f18,True,disordered_eating,3,False
c_a40679dd6f3e,False,,,False
c_466e9b54e81a,False,,,False
c_7dabc0fb5606,True,self_harm,1,False
c_fe486d67f7bf,True,benign,0,False
c_f79eac563565,False,,,True
c_e712197c0d38,False,,,True
c_14a521e40399,True,benign,0,False
c_df977c18ab93,True,benign,0,False
c_63e0c103e338,True,disordered_eating,2,False
c_e31652868d10,True,self_harm,1,False
c_9c57d676274e,True,emotional_dependence,1,False
c_92a439f2136c,True,disordered_eating,4,False
c_15843ae468eb,True,disordered_eating,3,False
c_9f96fbfd6384,True,benign,0,False
c_e13e39f15c9d,True,emotional_dependence,2,False
c_149bca933ca6,True,emotional_dependence,3,True
c_f9a1bde39287,True,benign,0,False
c_464024f4635d,True,emotional_dependence,2,False
c_fbe50f332190,False,,,False
c_66678828657d,True,benign,0,True
c_f9ace0ecaaf8,True,benign,0,False
c_211e9fcce99f,True,benign,0,False
c_4d6122b68317,True,self_harm,1,False
c_246770cfb6c5,False,,,False
c_731dbe2826fe,False,,,False
c_835c2a34544a,True,suicide,2,False
c_53c7a7798ac0,False,,,False
c_6a62f50b7122,False,,,False
c_d96b68fbf0c3,False,,,False
c_98c582c81040,True,emotional_dependence,3,False
c_ef0c46a54835,False,,,False
c_e3235357d9f0,True,benign,0,False
c_b8d66325cabf,True,self_harm,2,False
c_f2601a5574a0,False,,,False
c_6347a606eada,False,,,False
c_141d5fba8b5c,True,benign,0,False
c_10f45376ef04,True,benign,0,False
c_66daf1508ab8,True,suicide,2,False
c_215efbfa6770,True,suicide,1,False
c_1cbc19dba85f,True,benign,0,False
c_4303d7ee9544,True,sycophancy_concern,2,False
c_cbd1ba0fdb8b,True,benign,0,False
c_afe7590987a6,True,emotional_dependence,1,False
c_1aeb6c8fbe8a,True,benign,0,False
c_ca28076fb2a0,True,benign,0,False
c_a33f07625cf9,True,self_harm,2,False
c_f0595435ff6d,False,,,False
c_83a673fc7776,False,,,False
c_72a04ff75375,False,,,False
c_d8a269190c27,True,disordered_eating,2,False
c_d1fb250baad0,True,suicide,1,False
c_1d6550bbba9c,False,,,True
c_a9f269bf4d91,True,disordered_eating,3,True
c_45cb0acb4786,True,suicide,2,False
c_8bf115481e8f,False,,,False
c_9e17ec7a5006,True,emotional_dependence,3,False
c_4422075da265,True,benign,0,False
c_bb0106445348,False,,,False
c_7f1b488651cb,True,emotional_dependence,1,False
c_d00a456badcb,True,benign,0,False
c_035b5af420cc,False,,,False
c_4773ba1c7287,True,emotional_dependence,2,False
c_306c6bd09d80,False,,,False
c_fdf0c26b2070,False,,,False
c_d3be767d1e74,False,,,False
c_b2316998aed3,True,emotional_dependence,2,False
c_7f90d140c66f,True,suicide,1,False
c_b159f5d24b8b,True,disordered_eating,1,False
c_c1d67a34c181,True,self_harm,1,False
c_fb49b6fc744f,False,,,False
c_d7f2cb8021a6,False,,,False
c_502a924e7cad,True,sycophancy_concern,3,False
c_1a1ba1a04424,False,,,False
c_673037e15632,True,disordered_eating,1,False
c_d3ec5441aee8,True,self_harm,2,False
c_c88226f0a0da,True,benign,0,False
c_97824eed27c4,True,sycophancy_concern,1,False
c_956dfe09f0e2,True,self_harm,3,False
c_61ea112e3aab,True,benign,0,False
c_bd4efd023c70,True,suicide,1,False
c_88bba6d720cc,True,disordered_eating,3,False
c_acc6ae1c461d,False,,,False
c_b8c596f07aab,True,emotional_dependence,1,False
c_44c58ca5c2a6,True,suicide,2,False
c_781dc4acc2b3,True,suicide,1,False
c_4e155b10f608,False,,,True
c_636e1d71921c,True,self_harm,2,False
c_3281dfd499d4,False,,,False
c_2d9d0ffa68cd,False,,,False
c_606ae4242630,False,,,False
c_4c77c610ad56,False,,,False
c_3e489e7807cb,True,benign,0,False
c_ee79304a8abf,True,emotional_dependence,2,False
c_bd024336695e,True,disordered_eating,2,False
c_614053b13af9,True,self_harm,2,False
c_9db91815238a,False,,,False
c_b710329cc534,True,benign,0,False
c_5a4d7c46e4b7,True,benign,0,False
c_ec606e544a9b,True,disordered_eating,1,False
c_15ab03045ec8,True,sycophancy_concern,1,False
c_706293d59cd3,True,benign,0,False
c_959c6cc61dea,True,suicide,2,False
c_21e90724ef8b,True,suicide,4,False
c_9669ac9d9cca,True,self_harm,3,False
c_4cbb4633336c,False,,,False
c_3633805fd7e9,True,emotional_dependence,1,False
c_02656ffe5821,True,emotional_dependence,1,True
c_e28504e9a304,False,,,False
c_bb81e1d94574,False,,,False
c_e196572829d6,False,,,False
c_767fe2e7eaf1,True,benign,0,False
c_afaf6f9abcab,True,disordered_eating,3,False
c_4f8f2d8001bf,False,,,False
c_1ae8ca77d55e,False,,,False
c_916eca59c22e,True,emotional_dependence,1,False
c_a8626352d25a,False,,,False
c_58ec4b9c3ce2,True,self_harm,3,True
c_cbdf8ce6f393,True,self_harm,2,False
c_85eb947af336,False,,,False
c_df8572628383,False,,,False
c_68727db6390c,False,,,False
c_4efb285e0864,True,benign,0,False
c_25bf95e74b4c,True,benign,0,False
c_a1c22427e78c,False,,,False
c_2d3798d352f6,False,,,False
c_325f0a2bccfa,True,benign,0,False
c_bf255d4a9c5a,True,benign,0,False
c_cf99759f3073,True,disordered_eating,2,False
c_439862b37741,False,,,False
c_3585b85acdf1,False,,,False
c_4256e79eaef4,False,,,False
c_fac288354e86,False,,,False
c_e47fc8588db3,False,,,False
c_286b6137a6f6,True,suicide,4,True
c_aedfa9c83a8b,True,self_harm,1,False
c_4fd539b06fed,True,benign,0,False
c_02370ddbc008,False,,,False
c_d9e9e6a82e5a,True,benign,0,False
c_512e9eb42a6c,False,,,False
c_339d018e89d6,False,,,False
c_57f6f3c8bf93,True,benign,0,False
c_dd995a3997c4,False,,,False
c_2dac381597cd,True,disordered_eating,3,False
c_610eae8861e5,True,disordered_eating,4,False
c_5694d78e9b4a,False,,,False
c_7ada7311d5e0,True,self_harm,2,False
c_4e1cd45b2514,True,benign,0,False
c_af79a48b410b,False,,,False
c_022834ee1d61,False,,,False
c_16d380754838,False,,,False
c_85b1a2c92135,True,benign,0,False
c_d4625c8a7bc5,False,,,False
c_87919c78adfa,True,benign,0,False
c_a452fe2576cc,True,benign,0,False
c_a23c2b84c4b2,False,,,False
c_29fcc58f148e,True,suicide,1,False
c_6de60d464b94,False,,,False
c_bf6d2a7a6ef6,True,self_harm,1,False
c_9d209cc137a4,False,,,False
c_ef7c34ef5d45,True,sycophancy_concern,1,False
c_9aefc419c3d4,True,self_harm,1,False
c_d48e6c4821f9,True,self_harm,1,False
c_9e4452888e01,False,,,False
c_906e1b346591,True,benign,0,False
c_40f799712eaa,True,benign,0,False
c_93e7b55005f0,False,,,False
c_d0deea5224bb,True,benign,0,False
c_1b03c3e3f591,True,sycophancy_concern,4,False
c_22ba30ad4df3,True,disordered_eating,2,False
c_08a442610160,False,,,False
c_c2bf88d923f9,False,,,False
c_65325d38f682,True,disordered_eating,1,False
c_b5de38d00e5b,True,sycophancy_concern,2,False
c_849b7077c2fc,True,sycophancy_concern,2,False
c_800479f2eb40,True,sycophancy_concern,1,False
c_88b6fe6d5f97,True,disordered_eating,1,False
c_e3d89f8e6119,False,,,False
c_3b61dd7a729e,True,benign,0,False
c_9e37f3ec9982,True,sycophancy_concern,1,False
c_0398ff0b59a7,False,,,False
c_a9f6b511123d,True,emotional_dependence,2,False
c_47454662d4d3,True,benign,0,False
c_f2b9625781bb,True,suicide,4,False
c_6a4578d87a1c,True,benign,0,False
c_ecb46228c306,False,,,False
c_5f5f075eb4df,True,self_harm,2,False
c_6970ebf2368f,True,emotional_dependence,4,False
c_473c2034e157,True,self_harm,2,False
c_8116a6d3ec18,True,benign,0,False
c_0d2e4124d389,False,,,False
c_f34f49bb6200,True,suicide,2,False
c_48f0a50d09f1,False,,,False
c_2d71e9bf101c,True,benign,0,False
c_9a8753df36b4,False,,,False
c_6b932d871da5,True,self_harm,2,False
c_4fa7c94ce8c5,True,benign,0,False
c_ba821e9ea1cd,True,self_harm,1,False
c_6c05d1bbde65,True,benign,0,False
c_912e1beab491,True,emotional_dependence,1,False
c_cfa1a3d1a393,True,benign,0,False
c_314e117cdf63,True,disordered_eating,1,False
c_ab3d4135287a,True,benign,0,False
c_8b14a78186ce,True,emotional_dependence,3,False
c_fff6058dfde8,False,,,False
c_ddb1d5ed5cb2,False,,,False
c_9fc962b05b75,True,sycophancy_concern,4,True
c_dcb57827147c,True,benign,0,False
c_53256d3d8328,False,,,False
c_8927e1c9b190,False,,,True
c_c92d5f0849ec,False,,,False
c_605dd4f6e6a6,True,self_harm,2,False
c_8946aba569e9,False,,,False
c_5fef25be4ab7,True,self_harm,2,False
c_17d29236ec5d,True,sycophancy_concern,2,False
c_5dbd1ff7817b,True,sycophancy_concern,1,False
c_39b6433a19ce,True,suicide,4,False
c_cd06cab599d5,True,self_harm,3,False
c_a901eef330f2,True,disordered_eating,2,False
c_e18099e59c7b,False,,,True
c_b3178e8c06a1,True,benign,0,False
c_0cd9f6e5c80b,False,,,False
c_068b9a7c293f,True,suicide,1,False
c_0f109687d635,True,sycophancy_concern,2,False
c_31d40ed68887,True,benign,0,False
c_09eaa6d281c3,True,disordered_eating,1,False
c_a159bce18bc2,True,benign,0,False
c_29c1cbc06c31,True,benign,0,False
c_fd28c3795f4f,False,,,False
c_5431ac75370c,True,disordered_eating,1,False
c_8e352ad9bdb6,True,benign,0,False
c_2a13765558d2,True,self_harm,4,False
c_05da881e19d0,True,sycophancy_concern,1,False
c_865d52b06bc6,True,self_harm,2,False
c_308046d3351b,False,,,False
c_9a7c410ff691,False,,,False
c_fe0cd625ce3c,True,self_harm,2,False
c_8d3822bcacb1,True,self_harm,1,True
c_0d951d8ccc86,False,,,False
c_96f70752d9b4,False,,,False
c_a2f99d1391a4,False,,,False
c_846111305ce9,True,self_harm,1,False
c_e17ae532f402,False,,,False
c_fa41bc828fe8,False,,,False
c_68ca102377b8,True,sycophancy_concern,2,False
c_3d4a9abd9762,True,benign,0,False
c_c3300ef2d697,True,suicide,2,False
c_91cb98f3771b,True,suicide,2,False
c_7469b5645c9b,True,suicide,3,False
c_dd38117fc916,True,benign,0,False
c_02de11516c7c,False,,,False
c_6808f6aa0a31,True,self_harm,1,False
c_b4f3e996cbbe,False,,,False
c_aee553d5d130,True,benign,0,False
c_721a5c3a4ce3,True,self_harm,4,False
c_ae8fc272c00e,True,benign,0,False
c_d44eaba301d5,False,,,False
c_324d4c8543f0,True,suicide,1,False
c_96145be2a74d,True,self_harm,4,False
c_fa9fc21c7edc,False,,,False
c_5ce041cbc165,False,,,False
c_84875ba20035,False,,,False
c_7433e65b2e5e,False,,,False
c_f6303865882d,False,,,False
c_4f065340f297,True,sycophancy_concern,3,False
c_bb1f514b0383,True,sycophancy_concern,3,False
c_190809d25d9e,True,emotional_dependence,2,False
c_8c33abe3e9dd,False,,,False
c_4e5563440aac,False,,,False
c_c0727806630f,True,benign,0,True
c_6688c446ab63,False,,,False
c_c59b09a1231a,True,emotional_dependence,2,False
c_c0dc4ae789ca,True,emotional_dependence,3,False
c_30f7d117ac25,True,self_harm,4,False
c_51812da5b75e,False,,,False
c_f13daac72998,True,emotional_dependence,2,False
c_46df73be9426,True,benign,0,False
c_bcfdc212259f,True,suicide,2,False
c_4b2c92d863a6,False,,,False
c_257ce7deba27,True,sycophancy_concern,2,False
c_2718b8a1d90d,False,,,False
c_43942f0a34db,True,benign,0,False
c_b760f8035355,False,,,False
c_00dadfb655a4,False,,,False
c_c36a75acffaa,False,,,False
c_a6e25c2932b6,True,sycophancy_concern,1,False
c_06ceb1a6d8d1,True,benign,0,False
c_d73fdb52c30e,True,benign,0,False
c_98172dabfca7,True,disordered_eating,2,False
c_cd05a2e4592a,True,disordered_eating,2,False
c_69de9e9bde8a,True,suicide,2,False
c_ca9e8a13366e,True,self_harm,1,False
c_8b2947dca35c,False,,,False
c_e12da0a1f5e9,True,sycophancy_concern,2,False
c_992069d5a14f,False,,,False
c_c3fff763d4c9,True,benign,0,False
c_1c3f70815148,True,emotional_dependence,2,False
c_a97da3dcf69b,True,sycophancy_concern,3,False
c_bcd41ba4b585,False,,,False
c_f31d971d144c,True,disordered_eating,2,False
c_b845bfd66429,False,,,False
c_f9579720a561,True,self_harm,3,False
c_7448677e0c98,True,disordered_eating,1,False
c_252f16efac23,False,,,False
c_ad0a2d7946a2,True,sycophancy_concern,1,False
c_95ad8ba1e032,False,,,False
c_93caf9b34585,False,,,False
c_9a3cf6a72f2f,True,sycophancy_concern,3,False
c_e01e70667288,False,,,False
c_bc9300a02781,True,disordered_eating,1,False
c_71c06828a219,True,suicide,1,False
c_9b7b136b6c6f,True,self_harm,1,False
c_12e7ca6a3ad5,False,,,False
c_104f13324d4f,False,,,False
c_71e2c1fc26c1,False,,,False
c_56eb52904b72,True,emotional_dependence,3,False
c_056a6b67482b,False,,,False
